property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,sapphire eighty three,sector 83,0.65,9286.0,1,1,0,6.0,Relatively New,C68022584,700.0,0,0,0,0,0,0,0
house,independent,sector 55,4.6,21296.0,3,3,3+,2.0,Old Property,B69565628,2160.0,0,1,1,1,0,2,37
flat,ramsons kshitij,sector 95,0.22,6470.0,1,1,1,2.0,New Property,N52301370,308.0,0,0,0,0,0,0,0
house,unitech nirvana birch court,sector 50,11.95,36883.0,3,3,2,1.0,Moderately Old,T69900704,3240.0,1,0,0,1,0,0,101
house,independent,sector 103,2.25,6367.0,3,5,3+,10.0,Relatively New,R68478332,3534.0,0,0,0,0,0,0,0
flat,conscient one,sector 109,1.7,17617.0,1,1,2,9.0,Relatively New,C68597238,965.0,0,0,0,0,0,0,0
house,unitech aspen greens,sector 50,6.95,4490.0,3,3,1,2.0,Moderately Old,C69454118,2160.0,0,0,0,1,0,0,160
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,Z69119494,3201.0,0,0,1,1,0,2,131
flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,2,2,1,7.0,Relatively New,K69058384,915.0,0,0,0,0,0,0,0
flat,experion windchants,sector 112,3.65,12312.0,3,4,3+,14.0,Relatively New,R62216030,2225.56,0,0,0,1,0,2,150
flat,m3m golfestate,sector 65,5.4,18126.0,3,4,3,19.0,Moderately Old,X69762008,2696.0,1,0,0,1,0,2,174
flat,paras dews,sector 106,1.34,9550.0,4,5,3+,7.0,Relatively New,I69432752,1535.0,0,0,0,1,0,0,49
flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,T69982464,1262.0,0,0,0,0,0,0,0
flat,pareena laxmi apartments,sector 99a,0.31,5904.0,2,2,2,6.0,New Property,H70058650,583.0,0,0,0,0,0,0,74
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,2,6.0,Relatively New,D69199860,1244.0,0,0,0,0,0,0,42
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,4,4,3,2.0,Relatively New,V69389658,1650.0,1,0,0,0,0,2,89
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,N68564716,1418.0,0,0,0,0,0,0,71
flat,trisara our homes 3,sohna road,0.38,6312.0,2,2,2,1.0,Relatively New,P68881374,602.0,0,0,0,0,0,0,0
flat,vatika emilia floors,sector 83,0.6,5714.0,2,2,2,1.0,Relatively New,U69339966,990.0,0,0,0,0,0,2,167
house,vatika signature villas,sector 82,3.2,14351.0,3,4,3,1.0,New Property,I65064814,2160.0,1,1,1,1,0,0,66
house,independent,sector 23,2.7,18620.0,5,5,2,3.0,Old Property,K68370728,1450.0,0,0,0,0,0,2,17
flat,experion the heartsong,sector 108,3.0,18392.0,4,5,3+,2.0,Relatively New,S69976164,2204.25,0,0,0,1,0,1,149
house,independent,sector 3,0.6,6000.0,1,1,0,1.0,Moderately Old,Q67785990,1000.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.1,9565.0,2,2,3,10.0,Relatively New,M69399790,1600.0,0,1,0,0,0,0,150
house,independent,sector 3,0.68,3874.0,5,3,0,1.0,Moderately Old,D68593046,1755.0,0,0,0,0,0,0,0
flat,kiran residency,sector 56,1.55,6888.0,3,3,3+,5.0,Moderately Old,U69829328,1900.0,0,1,0,1,0,2,92
flat,chd avenue,sector 71,1.25,6597.0,3,4,2,14.0,Relatively New,M68092930,1577.0,1,1,0,1,1,1,128
flat,bptp terra,sector 37d,2.08,10000.0,4,4,3,0.0,New Property,H69558740,2211.0,1,1,0,1,0,0,121
house,independent,sector 8,0.82,9111.0,2,3,3,2.0,Moderately Old,K69990342,900.0,0,0,0,0,0,0,12
flat,kiran residency,sector 56,1.55,7750.0,3,3,3+,5.0,Old Property,V69199668,1800.0,0,1,0,1,1,0,166
flat,shree vardhman flora,sector 90,0.65,4961.0,2,2,3,11.0,Relatively New,N69126336,1225.0,1,0,0,0,0,2,49
flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,Q56425980,557.0,0,1,0,0,0,0,59
house,independent,sector 38,4.0,21786.0,6,6,3+,4.0,Old Property,F69521040,1836.0,1,1,0,1,1,2,137
flat,vatika xpressions,sector 88b,0.92,7360.0,2,2,2,3.0,Relatively New,Z69531440,1300.0,0,1,0,0,0,0,174
flat,tata primanti,sector 72,3.5,11428.0,4,5,3+,16.0,Relatively New,G16283577,2625.0,0,0,0,1,1,0,31
flat,ats triumph,sector 104,2.6,8253.0,4,4,3+,12.0,Relatively New,S68587250,2851.0,0,0,0,1,0,0,118
flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,E69846304,2667.0,0,0,0,1,0,2,49
flat,unitech vistas,sector 70,0.99,6325.0,3,4,2,11.0,Under Construction,A65916402,1416.0,0,0,0,0,0,0,0
flat,green campus chs,manesar,0.92,4022.0,3,3,3+,8.0,Moderately Old,F68198434,1924.0,0,0,0,1,0,0,5
flat,assotech blith,sector 99,0.82,6007.0,2,2,3,0.0,New Property,O65985156,1365.0,0,0,0,0,0,0,51
flat,signature global park 4,sector 36,1.0,9900.0,3,2,3,2.0,New Property,U68941552,1122.0,0,0,0,0,0,0,128
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3+,2.0,Moderately Old,U69483020,1800.0,0,1,1,0,0,0,49
flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,Q69438420,1362.0,0,0,0,0,0,0,118
flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,6.0,Relatively New,G69992530,1300.0,0,0,0,0,0,2,174
flat,dlf the arbour,sector 63,7.9,20000.0,4,4,3+,34.0,Under Construction,A69395700,3950.0,0,0,0,0,0,0,61
house,ats tourmaline,sector 109,1.87,8697.0,3,4,0,12.0,Relatively New,H69815482,2150.0,0,0,0,0,0,0,0
flat,breez global hill view,sohna road,0.3,5403.0,2,2,2,6.0,New Property,I68780016,605.0,0,0,0,0,0,0,109
house,independent,sector 4,0.61,11111.0,2,2,2,2.0,Moderately Old,B69408974,61.0,0,0,0,0,1,0,14
house,independent,sector 28,1.45,8000.0,3,2,1,1.0,Relatively New,O68021286,1800.0,0,0,0,0,0,0,0
flat,breez global heights,sohna road,0.4,6420.0,2,2,1,4.0,New Property,R68572186,615.0,0,0,0,0,0,0,49
flat,sunischit apartments,sector 54,1.69,7954.0,3,3,3+,5.0,Old Property,X69607964,1991.0,0,0,0,1,0,2,65
flat,unitech south park,sector 70,1.13,7000.0,3,3,2,1.0,Under Construction,D69281388,1457.0,0,0,0,0,0,0,46
flat,raheja atlantis,sector 31,5.5,18688.0,4,5,3+,1.0,Relatively New,Q70084598,2663.0,1,1,0,1,0,0,81
flat,shree vardhman flora,sector 90,1.25,4854.0,4,4,3,10.0,Relatively New,Y69236170,2861.0,1,1,0,0,0,0,174
flat,smart world orchard,sector 61,2.57,15766.0,3,3,2,3.0,Under Construction,S66339050,1630.0,1,0,0,0,0,0,0
house,ansal api spanish court,sector 2,2.9,18626.0,4,4,3,2.0,Relatively New,J12592219,1557.0,0,0,1,0,0,2,49
house,independent,sector 46,3.6,24845.0,5,5,3+,3.0,Moderately Old,V69469434,1449.0,0,0,0,1,0,2,75
house,independent,sector 24,6.5,22855.0,4,4,2,2.0,Old Property,J70255162,2844.0,0,1,0,0,0,0,35
house,independent,sohna road road,0.95,8920.0,3,10,3+,3.0,New Property,E61723906,1065.0,0,0,0,0,0,0,0
flat,ats marigold,sector 89,1.7,9714.0,3,3,3+,8.0,Under Construction,F69969730,1944.0,1,0,0,0,0,0,65
house,vipul tatvam villa,sector 48,22.0,26667.0,5,6,3,3.0,Moderately Old,F66657698,8250.0,0,0,0,1,0,0,54
house,nirvana cedar crest,sector 50,7.1,32870.0,5,4,3,2.0,Moderately Old,J69949690,2160.0,1,1,1,0,0,2,110
flat,m3m sierra 68,sector 68,1.05,8536.0,2,2,2,11.0,New Property,U69117548,1200.0,0,0,0,0,0,2,127
flat,ireo victory valley,sector 67,3.49,13000.0,3,3,3,19.0,Relatively New,Y66191024,2724.0,0,0,0,1,0,0,103
house,independent,sector 55,5.6,20741.0,6,4,3,3.0,Old Property,A69673016,2700.0,0,0,0,1,0,2,41
house,independent,sector 10a,1.7,18888.0,2,1,2,2.0,Old Property,G69173270,900.0,0,0,0,0,1,0,8
flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6064.0,3,3,2,5.0,Moderately Old,K64593266,1722.0,0,0,0,0,0,2,85
flat,conscient heritage max,sector 102,2.15,9306.0,3,4,3,13.0,Relatively New,U69573286,1945.0,1,0,0,1,0,0,101
flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,W68297470,2488.0,0,0,0,1,0,0,31
flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Moderately Old,J70052074,1362.0,0,0,0,0,0,0,72
flat,shree vardhman victoria,sector 70,1.62,8307.0,3,5,3,9.0,Relatively New,C69936836,1527.0,0,0,0,1,0,0,43
flat,dlf belvedere towers,sector 25,3.7,17619.0,4,4,3,18.0,Old Property,L69620694,2333.0,0,0,0,1,0,2,26
flat,central park flower valley,sector 33,1.35,10384.0,3,2,2,3.0,New Property,N69795228,1444.0,0,0,0,0,0,0,87
house,independent,sector 55,1.45,26852.0,1,4,3+,4.0,Relatively New,R68970126,60.0,0,0,1,0,0,0,70
flat,ss the leaf,sector 85,1.85,7682.0,3,4,3,2.0,Relatively New,Z69461738,2179.0,1,0,0,1,0,2,49
flat,railway officers rpf society,sector 9a,1.25,6921.0,4,3,3,1.0,Old Property,G69748500,2007.0,0,0,0,1,0,2,12
flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,2.0,Relatively New,Q66912750,1493.0,1,0,0,1,0,2,168
house,independent,sector 3 phase 3 extension,0.75,6410.0,2,2,0,1.0,Moderately Old,R69772636,130.0,0,0,0,0,0,0,0
house,huda flats,sector 7,2.3,17037.0,5,3,3+,3.0,Old Property,I68303966,1350.0,1,1,0,1,0,0,27
flat,ss the leaf,sector 85,1.1,6318.0,2,2,3+,3.0,Relatively New,E69884678,1464.0,0,0,1,0,0,0,143
flat,avl 36 gurgaon,sector 36a,0.36,8990.0,1,1,1,7.0,Relatively New,S67074968,407.0,0,0,0,0,0,0,95
flat,m3m merlin,sector 67,2.78,13580.0,3,3,3+,4.0,Relatively New,J69098392,2047.0,0,1,0,0,0,2,157
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,Y69570694,2998.0,0,0,0,1,0,0,61
flat,tulip ivory,sector 70,5.0,10416.0,6,7,3+,0.0,Relatively New,N68921910,5333.0,1,0,0,1,0,0,119
flat,signature global park,sohna road,0.54,7200.0,2,2,2,4.0,Under Construction,R67547148,833.0,0,0,0,0,0,0,111
flat,m3m sierra 68,sector 68,1.25,10245.0,2,2,3,4.0,New Property,B67273936,938.0,0,0,0,0,0,0,44
flat,aipl joy square,sector 63a,0.7,10101.0,1,1,0,7.0,Under Construction,P70014532,693.0,0,0,0,0,0,0,0
flat,ireo skyon,sector 60,2.82,12818.0,3,3,3,2.0,Relatively New,E69439924,2400.0,0,0,0,1,0,2,174
flat,pyramid urban,sector 67a,0.56,7928.0,2,2,2,0.0,Relatively New,V69823998,778.0,0,0,0,0,1,0,49
house,unitech espace,sector 50,11.0,40741.0,4,4,3+,2.0,Moderately Old,O68535212,2700.0,0,0,0,1,0,2,88
flat,ansal heights,sector 92,0.72,4500.0,3,3,3,9.0,Relatively New,R69253696,1700.0,0,0,0,1,0,0,49
flat,ats triumph,sector 104,2.63,9563.0,4,4,3+,21.0,Relatively New,A69089142,2953.0,0,0,0,1,0,2,161
flat,m3m heights,sector 65,3.67,17990.0,3,3,2,27.0,Under Construction,U68312404,2040.0,0,0,0,1,0,0,43
flat,lord krishna,sector 12,2.7,8571.0,4,3,3,6.0,Old Property,Z68946778,3150.0,0,0,0,0,0,0,0
flat,bestech park view ananda,sector 81,1.4,7734.0,3,3,3+,6.0,Relatively New,A69156170,1475.0,0,0,0,0,0,0,95
flat,ss the leaf,sector 83,1.19,7225.0,2,2,3,4.0,Relatively New,F70085560,1630.0,0,0,0,0,0,0,49
flat,professional society,manesar,0.75,3067.0,3,4,3,3.0,Relatively New,A69377176,2717.0,0,0,0,1,0,0,21
house,independent,sector 4,0.47,3519.0,3,4,0,3.0,Moderately Old,A67904104,1350.0,0,0,0,0,0,0,0
flat,raheja revanta,sector 78,4.75,16885.0,3,3,2,31.0,Under Construction,E68833932,2813.0,0,0,0,1,0,0,100
flat,m3m golfestate,sector 65,4.94,16233.0,3,4,3,15.0,Moderately Old,N67917630,2754.0,0,0,0,1,0,0,165
flat,puri emerald bay,sector 104,2.6,15160.0,3,4,3+,5.0,Relatively New,Y69157790,2061.0,1,0,0,1,0,0,81
flat,capital residences 360,sector 70a,1.69,8552.0,3,3,3+,8.0,New Property,I70035180,1900.0,0,0,0,1,0,0,165
house,sheetla enclave,sector 5,0.96,10000.0,2,4,2,3.0,Moderately Old,C65281436,945.0,0,1,1,0,0,2,0
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,Relatively New,U69308792,1550.0,0,0,0,0,0,0,159
flat,spaze privvy the address,sector 93,1.25,6900.0,3,4,2,12.0,Relatively New,G66828720,1350.0,0,0,0,0,0,2,96
flat,shree vardhman victoria,sector 70,1.8,9230.0,3,3,3+,10.0,New Property,I69326592,1765.0,0,0,0,0,1,2,49
flat,irwo westend towers,sector 47,0.65,12059.0,1,1,2,3.0,Old Property,I69344720,599.0,0,0,0,0,0,0,56
flat,suncity avenue 76,sector 76,0.75,10204.0,2,2,2,11.0,Under Construction,U69653114,665.0,0,0,0,0,0,0,57
flat,signature andour heights,sector 71,0.65,10172.0,2,2,1,10.0,Relatively New,U70026016,590.0,0,0,0,0,0,2,23
flat,pioneer araya,sector 62,10.75,19500.0,5,7,3,10.0,Relatively New,J69118026,4990.0,0,0,0,1,0,2,153
house,independent,sector 9,3.5,13410.0,9,9,3+,3.0,Relatively New,W66824186,2610.0,1,0,0,0,0,0,23
flat,emaar palm premier,sector 77,2.1,10500.0,3,4,3+,11.0,New Property,T68605618,1600.0,0,0,0,1,0,2,129
flat,shapoorji pallonji joyville gurugram,sector 102,2.03,12000.0,3,3,2,1.0,New Property,G70098068,1337.0,0,0,0,0,0,0,67
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,10529.0,3,3,3,10.0,Relatively New,F69125772,1676.0,0,0,0,0,0,0,59
house,independent,sector 9,0.6,10753.0,3,3,1,2.0,Relatively New,B68717324,558.0,0,0,0,0,0,0,0
flat,apex our homes,sector 37c,0.35,3783.0,2,2,1,7.0,Relatively New,P70095968,850.0,0,0,0,0,0,2,158
flat,dlf the ultima,sector 81,2.2,10461.0,3,3,3+,5.0,Relatively New,L69301106,1570.0,1,1,0,1,1,1,49
flat,puri diplomatic greens,sector 111,5.25,11666.0,4,6,3+,7.0,Relatively New,I61071446,4072.0,0,0,0,1,0,2,134
flat,dlf regal gardens,sector 90,1.26,7403.0,3,3,3,6.0,Relatively New,K69428214,1603.0,0,0,0,0,1,2,28
house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderately Old,A68671054,3400.0,1,1,1,1,0,2,80
flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,J66379228,2650.0,0,0,0,1,0,2,158
flat,bestech park view ananda,sector 81,0.95,6985.0,2,2,2,14.0,Relatively New,G69311146,1260.0,0,0,0,0,0,2,165
house,dlf city plots,sector 26,13.5,29880.0,5,5,3,2.0,Old Property,M68242740,4518.0,1,1,1,1,0,2,110
house,independent,sector 43,8.25,30556.0,5,6,3+,3.0,Moderately Old,F69489716,2700.0,1,1,1,1,0,2,64
house,unitech espace,sector 50,11.5,35494.0,5,6,0,1.0,Moderately Old,M68631410,3240.0,0,0,0,0,0,0,0
flat,orris carnation residency,sector 85,0.72,4881.0,3,3,2,9.0,Moderately Old,X64885444,1350.0,0,0,0,0,1,0,49
flat,conscient heritage max,sector 102,1.9,9783.0,3,4,3+,20.0,Relatively New,G69435466,1757.0,0,0,0,1,0,0,165
flat,ramshanti cooperative society,sector 52,1.76,7242.0,4,4,3+,12.0,New Property,W63152076,2199.0,0,0,0,0,0,0,0
house,independent,sector 14,6.4,20317.0,6,6,3+,3.0,Old Property,G70092112,3150.0,0,0,0,0,1,0,35
flat,ireo victory valley,sector 67,4.5,14097.0,4,4,3+,0.0,Relatively New,X70073600,3160.0,0,1,0,1,0,2,42
flat,ireo the corridors,sector 67a,1.7,9843.0,3,3,2,10.0,New Property,U68168784,1346.0,0,0,0,1,1,2,44
flat,ambience creacions,sector 22,1.65,11956.0,2,2,2,9.0,Relatively New,X70126650,1200.0,0,1,0,0,1,1,133
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,I69893694,905.0,0,0,0,0,0,0,38
house,independent,sector 57,7.25,26852.0,9,9,3+,2.0,New Property,K69590498,2700.0,0,1,0,1,1,2,49
flat,chd avenue,sector 71,1.0,6734.0,3,3,3+,3.0,Relatively New,W54082456,1344.0,0,0,0,0,0,2,7
flat,eldeco accolade,sohna road,0.73,5775.0,2,2,3,5.0,Relatively New,O69763896,978.0,0,1,0,0,0,0,33
house,hero homes,sector 104,1.95,21195.0,3,5,3+,2.0,Moderately Old,M68710216,920.0,0,0,0,0,0,0,64
flat,shree vardhman flora,sector 90,0.7,5177.0,2,2,3,9.0,New Property,Y61324016,1224.0,1,0,0,0,0,0,97
flat,orris aster court,sector 85,0.69,5221.0,2,2,2,5.0,Relatively New,L69846120,1075.0,0,0,0,0,0,0,37
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3,4,3+,10.0,Moderately Old,L68514138,1916.0,0,0,0,1,0,0,103
flat,godrej oasis,sector 88a,1.5,8108.0,3,3,2,3.0,Relatively New,O53137952,2056.0,0,0,0,0,0,0,47
flat,shri ram apartments,sector 4,0.32,3368.0,2,2,1,4.0,Relatively New,I69742414,1056.0,0,0,0,0,0,2,7
flat,ats triumph,sector 104,2.3,10000.0,3,4,3+,15.0,New Property,T70127554,2544.0,0,0,0,1,0,0,117
flat,m3m skywalk,sector 74,2.7,13379.0,3,3,3,13.0,New Property,P69918002,2018.0,0,0,1,0,0,0,92
house,bptp visionnaire,sector 70a,5.35,8916.0,4,4,3+,3.0,Relatively New,G58279888,6000.0,1,1,1,1,0,2,160
flat,ambience creacions,sector 22,1.75,12700.0,2,2,2,11.0,Under Construction,L61678758,1249.0,0,0,0,0,0,0,57
flat,capital residences 360,sector 70a,1.68,8502.0,3,3,3+,5.0,New Property,W70081272,1900.0,0,0,0,1,0,0,141
flat,m3m sierra 68,sector 68,1.2,9000.0,2,2,3,1.0,Relatively New,U69787898,982.0,0,0,0,0,0,1,76
flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,10.0,New Property,C62418100,2339.0,0,0,0,1,1,0,74
flat,signature global synera,sector 81,0.45,7525.0,2,2,2,6.0,Relatively New,V69392696,664.0,0,0,1,0,0,2,39
house,independent,sector 13,0.9,11464.0,2,4,3,3.0,Moderately Old,O68628698,785.0,1,1,0,1,1,0,0
flat,signature andour heights,sector 71,0.39,9846.0,1,1,2,1.0,New Property,R62787862,294.0,0,0,0,0,0,0,0
flat,proxima tower,sector 37c,0.6,4602.0,2,2,3,5.0,Under Construction,Q32382779,1180.0,1,1,0,0,0,0,55
flat,tata primanti,sector 72,4.1,14100.0,4,5,3+,39.0,New Property,W68196252,2629.0,0,0,0,1,1,0,103
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,4.0,Relatively New,F69124312,1493.0,0,0,0,1,0,2,83
flat,signature andour heights,sector 71,0.37,8222.0,1,1,2,2.0,Relatively New,Q59172916,450.0,0,0,0,0,0,0,65
flat,dlf regal gardens,sector 90,2.05,9000.0,4,4,3+,5.0,Relatively New,K70171052,2005.0,0,0,0,0,0,2,49
flat,tulip violet,sector 69,1.37,8675.0,3,3,1,12.0,Relatively New,F69354676,1568.0,0,1,0,0,0,0,95
flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,X69526324,1130.0,0,0,0,0,0,2,149
flat,vatika city homes,sector 83,1.05,8571.0,3,3,3,8.0,Moderately Old,D60670642,1468.0,0,1,0,0,0,2,103
house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,U68504362,2160.0,1,1,0,1,0,0,105
flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,1.0,Moderately Old,K69418718,1493.0,0,0,1,0,0,1,174
house,central park flower valley cerise floors,sector 33,1.35,11157.0,2,2,2,4.0,New Property,I70191298,1210.0,1,0,0,0,0,1,107
flat,shree vardhman victoria,sector 70,1.8,9230.0,3,5,3,0.0,New Property,V69957538,2167.0,0,0,0,0,0,0,72
flat,supertech hues,sector 68,0.8,6779.0,2,2,3+,14.0,New Property,V69809542,1180.0,0,0,0,0,0,2,26
flat,dhoot time residency,sector 63,2.2,12813.0,3,4,3+,8.0,Moderately Old,K68428438,1554.0,1,0,0,0,0,2,61
house,independent,sector 12,1.7,8000.0,5,5,3,3.0,Moderately Old,Z62601748,2000.0,0,1,0,0,1,0,9
flat,ild grand centra,sector 37c,0.95,5220.0,3,1,0,0.0,Relatively New,O67903798,1820.0,0,0,0,0,0,0,0
house,rwa sector 46,sector 46,3.5,21605.0,4,4,2,2.0,Relatively New,A70159984,1620.0,0,1,0,0,0,2,30
house,unitech espace,sector 50,9.8,30247.0,4,4,3,2.0,Moderately Old,O70388968,3240.0,0,0,0,1,0,0,22
flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,O69918112,1652.0,0,0,0,0,0,0,60
flat,vipul world,sector 48,1.38,9482.0,3,3,1,2.0,Relatively New,V70187274,1611.0,0,0,0,0,0,0,60
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4,4,3,3.0,Relatively New,Z69389830,1975.0,1,0,0,1,0,2,113
flat,ansal heights 86,sector 86,1.25,7396.0,3,2,1,2.0,New Property,C70111660,1529.0,0,0,0,0,0,0,100
flat,paras dews,sector 106,1.13,6406.0,3,4,3+,18.0,Relatively New,B69431824,1186.0,1,0,0,1,0,0,49
flat,smart world gems,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,P69385200,1230.0,1,0,0,0,0,0,38
flat,sare homes,new,0.85,4786.0,4,4,3,3.0,Moderately Old,L63033262,1607.0,0,0,0,0,0,0,0
flat,m3m capital,sector 113,1.83,13969.0,2,2,0,7.0,New Property,H68063758,1310.0,0,0,0,0,0,0,68
flat,orris aster court,sector 85,0.9,5671.0,3,3,3,8.0,Relatively New,L60446362,1436.0,0,0,0,0,0,0,49
flat,essel towers,sector 14,2.2,12500.0,3,4,3+,3.0,Old Property,S68924950,1956.0,0,0,0,0,0,0,0
house,independent,sector 7,0.66,12000.0,3,1,1,3.0,Relatively New,E70138136,550.0,0,0,0,0,1,0,22
flat,ild grand,sector 37c,1.2,6593.0,3,3,3,7.0,Under Construction,C69503758,1647.0,0,0,0,0,0,0,24
flat,dlf new town heights,sector 90,1.9,6967.0,4,4,3+,19.0,Relatively New,R70023498,2512.0,0,0,1,1,0,2,174
flat,signature global solera,sector 107,0.37,6751.0,2,2,1,10.0,Relatively New,U57619116,496.0,0,0,0,0,0,0,73
house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,2.0,New Property,J68210970,4500.0,0,0,0,0,1,0,49
flat,pareena coban residences,sector 99a,1.16,5808.0,3,3,3,3.0,Relatively New,U68919558,1790.0,0,0,0,1,1,0,49
flat,chd avenue,sector 71,1.1,6790.0,3,3,3,11.0,Relatively New,L44903927,1466.0,0,0,0,0,1,0,72
flat,smart world gems,sector 89,0.9,8159.0,2,2,2,2.0,New Property,P67923336,998.0,1,0,0,0,1,0,44
flat,ats triumph,sector 104,1.75,7641.0,3,4,3+,11.0,Relatively New,T69574214,2072.0,0,0,0,1,0,0,110
house,ashok vihar phase 3 gurgaon,sector 3 phase 3 extension,0.95,8878.0,4,3,2,1.0,Old Property,L70132458,1070.0,0,0,0,0,0,0,8
flat,signature global park,sohna road,0.53,6386.0,2,2,2,2.0,Relatively New,P69364218,913.0,0,1,0,0,0,0,168
flat,m3m soulitude,sector 89,1.14,8000.0,3,3,2,2.0,Under Construction,X66948958,1581.0,1,0,0,0,0,0,77
house,independent,sector 43,5.3,27390.0,3,9,3+,3.0,Moderately Old,A69556196,1935.0,0,0,0,1,0,2,71
flat,dlf regency park,sector 28,2.25,14516.0,3,3,2,16.0,Old Property,W66458368,1700.0,0,0,0,1,0,0,89
house,independent,sector 56,3.25,21495.0,5,6,3+,4.0,Relatively New,G69897394,1512.0,0,1,0,0,1,2,27
flat,godrej nature plus,sector 33,1.55,9955.0,3,2,3+,8.0,New Property,V68581360,1730.0,0,0,0,0,0,0,43
flat,vatika xpressions,sector 88b,0.92,6815.0,2,2,3,3.0,New Property,V67904060,1350.0,0,0,0,0,0,0,26
house,independent,sector 25,13.5,19286.0,9,9,0,1.0,Relatively New,L69111278,7000.0,0,0,0,0,0,0,0
flat,"new colony, gurgaon",sector 7,0.8,8100.0,3,2,1,4.0,Relatively New,F69807298,1100.0,0,0,0,0,0,2,69
flat,godrej,sector 79,1.12,7146.0,2,2,3,6.0,Relatively New,M69922706,1325.0,1,0,0,0,0,0,49
flat,tulip violet,sector 69,1.75,8882.0,4,4,1,12.0,Relatively New,O69376716,1783.0,0,0,0,0,0,0,86
flat,puri emerald bay,sector 104,2.23,9911.0,3,4,3+,10.0,Relatively New,O69187884,2359.0,0,0,0,1,0,2,159
flat,dlf garden city floors,sector 92,1.7,8588.0,3,4,2,1.0,Under Construction,U69167798,1475.0,0,0,0,0,0,0,63
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,3+,1.0,Relatively New,C69305780,1213.0,0,0,0,0,0,2,140
house,independent,sector 105,0.74,7400.0,3,3,0,2.0,Moderately Old,C67903878,1000.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,3.0,15189.0,4,4,3+,2.0,Relatively New,X69449836,1975.0,0,0,0,1,0,0,87
flat,indiabulls enigma,sector 110,3.45,10147.0,4,4,3,9.0,Moderately Old,R68299870,3077.0,0,0,0,1,0,2,125
flat,signature global park,sohna road,0.7,6071.0,3,3,3,2.0,Relatively New,G69365112,1281.0,0,1,0,0,0,0,152
flat,dlf the ultima,sector 81,2.3,10994.0,3,4,3+,6.0,New Property,J69272686,1893.0,0,0,0,1,0,1,167
flat,dlf the skycourt,sector 86,1.5,9740.0,3,3,3+,18.0,Relatively New,Z69657480,1780.0,1,0,0,0,0,0,174
flat,emaar mgf the palm drive,sector 66,3.5,15909.0,3,3,3,7.0,Moderately Old,D69567612,2125.0,0,0,1,1,0,2,149
house,ansal api esencia,sector 67,5.46,24170.0,4,5,3+,2.0,Relatively New,J69714706,2259.0,1,1,1,0,0,2,103
flat,dlf trinity towers,sector 43,3.8,15510.0,3,3,3+,1.0,Moderately Old,T69408490,2450.0,0,1,0,1,0,2,68
flat,pooja apartment,sector 3 phase 3 extension,0.25,3571.0,2,2,2,2.0,Relatively New,K59141252,778.0,0,0,0,0,0,0,0
flat,maruti kunj,sector 11,0.8,5161.0,3,2,0,0.0,Old Property,A43202179,1403.0,0,0,0,0,0,0,8
flat,mvn athens,sohna road,0.26,5397.0,2,2,1,2.0,Relatively New,Z68555144,535.0,0,0,0,0,0,0,37
